[TRAIN] ⚡ K-mer 缓存: kmer_cache_fold1_train.pt
[VAL] ⚡ K-mer 缓存: kmer_cache_fold1_val.pt

========================================================================
  OperatorMoE | ablation=no_moe
  operator_rank=8 | num_experts=4
  gene_max_len=1000 | warmup=5ep
Ep 46 [lr=1.00e-04] | L:0.355 (BCE:0.353 REG:0.0020 LB:0.0000) | VAL_AUC:0.8879 PRC:0.8844 F1:0.8064
Ep 47 [lr=5.00e-05] | L:0.354 (BCE:0.352 REG:0.0020 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8844 F1:0.8059
Ep 48 [lr=5.00e-05] | L:0.347 (BCE:0.345 REG:0.0020 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8845 F1:0.8070
Ep 49 [lr=5.00e-05] | L:0.346 (BCE:0.344 REG:0.0019 LB:0.0000) | VAL_AUC:0.8886 PRC:0.8852 F1:0.8081
Ep 50 [lr=5.00e-05] | L:0.345 (BCE:0.343 REG:0.0019 LB:0.0000) | VAL_AUC:0.8881 PRC:0.8841 F1:0.8056
Ep 51 [lr=5.00e-05] | L:0.344 (BCE:0.342 REG:0.0019 LB:0.0000) | VAL_AUC:0.8885 PRC:0.8849 F1:0.8068
Ep 52 [lr=5.00e-05] | L:0.343 (BCE:0.341 REG:0.0019 LB:0.0000) | VAL_AUC:0.8885 PRC:0.8846 F1:0.8068
Ep 53 [lr=2.50e-05] | L:0.342 (BCE:0.340 REG:0.0019 LB:0.0000) | VAL_AUC:0.8873 PRC:0.8831 F1:0.8056
Ep 54 [lr=2.50e-05] | L:0.338 (BCE:0.336 REG:0.0019 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8844 F1:0.8052
Ep 55 [lr=2.50e-05] | L:0.337 (BCE:0.335 REG:0.0019 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8843 F1:0.8069
Ep 56 [lr=2.50e-05] | L:0.336 (BCE:0.334 REG:0.0019 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8841 F1:0.8090
Ep 57 [lr=1.25e-05] | L:0.336 (BCE:0.334 REG:0.0019 LB:0.0000) | VAL_AUC:0.8887 PRC:0.8845 F1:0.8058
Ep 58 [lr=1.25e-05] | L:0.334 (BCE:0.333 REG:0.0019 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8843 F1:0.8065
Ep 59 [lr=1.25e-05] | L:0.335 (BCE:0.333 REG:0.0019 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8840 F1:0.8076
Ep 60 [lr=1.25e-05] | L:0.334 (BCE:0.332 REG:0.0019 LB:0.0000) | VAL_AUC:0.8882 PRC:0.8840 F1:0.8066
Ep 61 [lr=6.25e-06] | L:0.335 (BCE:0.333 REG:0.0019 LB:0.0000) | VAL_AUC:0.8881 PRC:0.8840 F1:0.8076
Ep 62 [lr=6.25e-06] | L:0.333 (BCE:0.331 REG:0.0019 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8841 F1:0.8067
Ep 63 [lr=6.25e-06] | L:0.333 (BCE:0.331 REG:0.0019 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8843 F1:0.8062
Ep 64 [lr=6.25e-06] | L:0.332 (BCE:0.330 REG:0.0019 LB:0.0000) | VAL_AUC:0.8885 PRC:0.8844 F1:0.8075
Ep 65 [lr=3.13e-06] | L:0.331 (BCE:0.329 REG:0.0019 LB:0.0000) | VAL_AUC:0.8881 PRC:0.8841 F1:0.8065
Ep 66 [lr=3.13e-06] | L:0.331 (BCE:0.329 REG:0.0019 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8842 F1:0.8063
Ep 67 [lr=3.13e-06] | L:0.332 (BCE:0.330 REG:0.0019 LB:0.0000) | VAL_AUC:0.8883 PRC:0.8842 F1:0.8062
Early stop at epoch 67

最优 AUC: 0.8887  模型: results_operator_moe/MCF7/no_moe_r8_k4_Fold1_5fold.pt
