[TRAIN] ⚡ K-mer 缓存: kmer_cache_fold1_train.pt
[VAL] ⚡ K-mer 缓存: kmer_cache_fold1_val.pt

========================================================================
  OperatorMoE | ablation=no_moe
  operator_rank=8 | num_experts=4
  gene_max_len=1000 | warmup=5ep
  params=918,210 | device=cuda:0 | fold=1
========================================================================

/home/data/jiangyun/cgi_data_pipeline5/New/train_operator_moe.py:113: UserWarning: index_reduce() is in beta and the API may change at any time. (Triggered internally at ../aten/src/ATen/native/cuda/Indexing.cu:1190.)
  ).index_reduce_(0, batch_idx, scores, 'amax', include_self=True)
Ep 01 [lr=2.00e-05] | L:0.777 (BCE:0.689 REG:0.0882 LB:0.0000) | VAL_AUC:0.6700 PRC:0.6574 F1:0.5942
Ep 02 [lr=6.50e-05] | L:0.689 (BCE:0.640 REG:0.0487 LB:0.0000) | VAL_AUC:0.7497 PRC:0.7379 F1:0.6303
Ep 03 [lr=1.10e-04] | L:0.608 (BCE:0.600 REG:0.0074 LB:0.0000) | VAL_AUC:0.7714 PRC:0.7625 F1:0.6937
Ep 04 [lr=1.55e-04] | L:0.564 (BCE:0.560 REG:0.0044 LB:0.0000) | VAL_AUC:0.8219 PRC:0.8097 F1:0.7428
Ep 05 [lr=2.00e-04] | L:0.530 (BCE:0.526 REG:0.0037 LB:0.0000) | VAL_AUC:0.8351 PRC:0.8242 F1:0.7560
Ep 06 [lr=2.00e-04] | L:0.514 (BCE:0.510 REG:0.0032 LB:0.0000) | VAL_AUC:0.8421 PRC:0.8335 F1:0.7669
Ep 07 [lr=2.00e-04] | L:0.501 (BCE:0.498 REG:0.0030 LB:0.0000) | VAL_AUC:0.8485 PRC:0.8420 F1:0.7702
Ep 08 [lr=2.00e-04] | L:0.491 (BCE:0.488 REG:0.0029 LB:0.0000) | VAL_AUC:0.8558 PRC:0.8488 F1:0.7794
Ep 09 [lr=2.00e-04] | L:0.483 (BCE:0.481 REG:0.0028 LB:0.0000) | VAL_AUC:0.8582 PRC:0.8535 F1:0.7824
Ep 10 [lr=2.00e-04] | L:0.475 (BCE:0.473 REG:0.0027 LB:0.0000) | VAL_AUC:0.8572 PRC:0.8511 F1:0.7687
Ep 11 [lr=2.00e-04] | L:0.471 (BCE:0.468 REG:0.0026 LB:0.0000) | VAL_AUC:0.8592 PRC:0.8531 F1:0.7819
Ep 12 [lr=2.00e-04] | L:0.466 (BCE:0.464 REG:0.0025 LB:0.0000) | VAL_AUC:0.8626 PRC:0.8570 F1:0.7850
Ep 13 [lr=2.00e-04] | L:0.461 (BCE:0.459 REG:0.0024 LB:0.0000) | VAL_AUC:0.8674 PRC:0.8637 F1:0.7904
Ep 14 [lr=2.00e-04] | L:0.456 (BCE:0.454 REG:0.0024 LB:0.0000) | VAL_AUC:0.8695 PRC:0.8655 F1:0.7862
Ep 15 [lr=2.00e-04] | L:0.452 (BCE:0.450 REG:0.0024 LB:0.0000) | VAL_AUC:0.8706 PRC:0.8657 F1:0.7923
Ep 16 [lr=2.00e-04] | L:0.446 (BCE:0.444 REG:0.0023 LB:0.0000) | VAL_AUC:0.8736 PRC:0.8695 F1:0.7924
Ep 17 [lr=2.00e-04] | L:0.442 (BCE:0.439 REG:0.0023 LB:0.0000) | VAL_AUC:0.8740 PRC:0.8686 F1:0.7935
Ep 18 [lr=2.00e-04] | L:0.438 (BCE:0.436 REG:0.0022 LB:0.0000) | VAL_AUC:0.8749 PRC:0.8700 F1:0.7975
Ep 19 [lr=2.00e-04] | L:0.434 (BCE:0.432 REG:0.0022 LB:0.0000) | VAL_AUC:0.8765 PRC:0.8730 F1:0.7893
Ep 20 [lr=2.00e-04] | L:0.430 (BCE:0.428 REG:0.0021 LB:0.0000) | VAL_AUC:0.8768 PRC:0.8735 F1:0.7978
Ep 21 [lr=2.00e-04] | L:0.428 (BCE:0.426 REG:0.0022 LB:0.0000) | VAL_AUC:0.8775 PRC:0.8734 F1:0.7943
Ep 22 [lr=2.00e-04] | L:0.424 (BCE:0.422 REG:0.0022 LB:0.0000) | VAL_AUC:0.8780 PRC:0.8728 F1:0.8012
Ep 23 [lr=2.00e-04] | L:0.420 (BCE:0.418 REG:0.0021 LB:0.0000) | VAL_AUC:0.8792 PRC:0.8744 F1:0.7978
Ep 24 [lr=2.00e-04] | L:0.418 (BCE:0.416 REG:0.0021 LB:0.0000) | VAL_AUC:0.8810 PRC:0.8767 F1:0.7911
Ep 25 [lr=2.00e-04] | L:0.414 (BCE:0.412 REG:0.0021 LB:0.0000) | VAL_AUC:0.8826 PRC:0.8785 F1:0.7989
Ep 26 [lr=2.00e-04] | L:0.413 (BCE:0.410 REG:0.0022 LB:0.0000) | VAL_AUC:0.8820 PRC:0.8774 F1:0.8054
Ep 27 [lr=2.00e-04] | L:0.410 (BCE:0.407 REG:0.0021 LB:0.0000) | VAL_AUC:0.8835 PRC:0.8798 F1:0.7983
Ep 28 [lr=2.00e-04] | L:0.405 (BCE:0.403 REG:0.0020 LB:0.0000) | VAL_AUC:0.8817 PRC:0.8789 F1:0.7997
Ep 29 [lr=2.00e-04] | L:0.405 (BCE:0.402 REG:0.0021 LB:0.0000) | VAL_AUC:0.8844 PRC:0.8808 F1:0.8024
Ep 30 [lr=2.00e-04] | L:0.400 (BCE:0.398 REG:0.0021 LB:0.0000) | VAL_AUC:0.8824 PRC:0.8784 F1:0.7926
Ep 31 [lr=2.00e-04] | L:0.397 (BCE:0.395 REG:0.0021 LB:0.0000) | VAL_AUC:0.8862 PRC:0.8823 F1:0.8038
Ep 32 [lr=2.00e-04] | L:0.394 (BCE:0.392 REG:0.0021 LB:0.0000) | VAL_AUC:0.8856 PRC:0.8816 F1:0.8009
Ep 33 [lr=2.00e-04] | L:0.392 (BCE:0.390 REG:0.0021 LB:0.0000) | VAL_AUC:0.8844 PRC:0.8824 F1:0.8027
Ep 34 [lr=2.00e-04] | L:0.388 (BCE:0.386 REG:0.0021 LB:0.0000) | VAL_AUC:0.8863 PRC:0.8830 F1:0.8071
Ep 35 [lr=2.00e-04] | L:0.386 (BCE:0.384 REG:0.0021 LB:0.0000) | VAL_AUC:0.8846 PRC:0.8794 F1:0.8037
Ep 36 [lr=2.00e-04] | L:0.383 (BCE:0.381 REG:0.0020 LB:0.0000) | VAL_AUC:0.8856 PRC:0.8824 F1:0.7986
Ep 37 [lr=2.00e-04] | L:0.381 (BCE:0.379 REG:0.0020 LB:0.0000) | VAL_AUC:0.8848 PRC:0.8789 F1:0.8042
Ep 38 [lr=1.00e-04] | L:0.378 (BCE:0.376 REG:0.0021 LB:0.0000) | VAL_AUC:0.8854 PRC:0.8816 F1:0.8056
Ep 39 [lr=1.00e-04] | L:0.367 (BCE:0.365 REG:0.0020 LB:0.0000) | VAL_AUC:0.8879 PRC:0.8846 F1:0.8089
Ep 40 [lr=1.00e-04] | L:0.364 (BCE:0.362 REG:0.0019 LB:0.0000) | VAL_AUC:0.8880 PRC:0.8843 F1:0.8070
Ep 41 [lr=1.00e-04] | L:0.363 (BCE:0.361 REG:0.0020 LB:0.0000) | VAL_AUC:0.8877 PRC:0.8842 F1:0.8023
Ep 42 [lr=1.00e-04] | L:0.361 (BCE:0.359 REG:0.0020 LB:0.0000) | VAL_AUC:0.8876 PRC:0.8846 F1:0.8056
Ep 43 [lr=1.00e-04] | L:0.361 (BCE:0.359 REG:0.0019 LB:0.0000) | VAL_AUC:0.8884 PRC:0.8853 F1:0.8096
Ep 44 [lr=1.00e-04] | L:0.358 (BCE:0.356 REG:0.0019 LB:0.0000) | VAL_AUC:0.8881 PRC:0.8849 F1:0.8052
Ep 45 [lr=1.00e-04] | L:0.357 (BCE:0.355 REG:0.0020 LB:0.0000) | VAL_AUC:0.8863 PRC:0.8828 F1:0.8034
